REEF_SITE,TRANSECT_NO,YEAR,MONTH,SURVEY_DATE,SUBSTRATE_COVER,GENUS,ABUNDANCE,PERCENT_ABUNDANCE
ATL,2,2017,SEP,10/09/17,OTHER,ZOANTHIDS,0,0
ATL,2,2017,SEP,10/09/17,ROCK,ROCK,0,0
ATL,2,2017,SEP,10/09/17,RUBBLE,RUBBLE,0,0
ATL,2,2017,SEP,10/09/17,SAND,SAND,17,16.8
ATL,2,2017,SEP,10/09/17,SC,SOFT CORAL,0,0
ATL,2,2017,SEP,10/09/17,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,APR,5/04/18,ALGAE,ALGAE,0,0
ATL,2,2018,APR,5/04/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,APR,5/04/18,DCA,DCA,19,18.8
ATL,2,2018,APR,5/04/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,ACROPORA,0,0
ATL,2,2018,APR,5/04/18,LCC,ALVEOPORA,0,0
ATL,2,2018,APR,5/04/18,LCC,ASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,ASTREOPORA,1,1
ATL,2,2018,APR,5/04/18,LCC,CAULASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,COELOSERIS,0,0
ATL,2,2018,APR,5/04/18,LCC,COSCINARAEA,0,0
ATL,2,2018,APR,5/04/18,LCC,CTENACTIS,0,0
ATL,2,2018,APR,5/04/18,LCC,CYNARINA,0,0
ATL,2,2018,APR,5/04/18,LCC,CYPHASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,DIPLOASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,DIPSASTRAEA,3,3
ATL,2,2018,APR,5/04/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,APR,5/04/18,LCC,ECHINOPORA,0,0
ATL,2,2018,APR,5/04/18,LCC,EUPHYLLIA,0,0
ATL,2,2018,APR,5/04/18,LCC,FAVITES,2,2
ATL,2,2018,APR,5/04/18,LCC,FUNGIA,0,0
ATL,2,2018,APR,5/04/18,LCC,GALAXEA,0,0
ATL,2,2018,APR,5/04/18,LCC,GARDINEROSERIS,0,0
ATL,2,2018,APR,5/04/18,LCC,GONIASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,GONIOPORA,5,5
ATL,2,2018,APR,5/04/18,LCC,HYDNOPHORA,0,0
ATL,2,2018,APR,5/04/18,LCC,LEPTASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,LEPTORIA,0,0
ATL,2,2018,APR,5/04/18,LCC,LEPTOSERIS,0,0
ATL,2,2018,APR,5/04/18,LCC,LITHOPHYLLON,0,0
ATL,2,2018,APR,5/04/18,LCC,LOBOPHYLLIA,3,3
ATL,2,2018,APR,5/04/18,LCC,MERULINA,0,0
ATL,2,2018,APR,5/04/18,LCC,MONTIPORA,37,36.6
ATL,2,2018,APR,5/04/18,LCC,OULOPHYLLIA,0,0
ATL,2,2018,APR,5/04/18,LCC,PACHYSERIS,0,0
ATL,2,2018,APR,5/04/18,LCC,PAVONA,0,0
ATL,2,2018,APR,5/04/18,LCC,PECTINIA,0,0
ATL,2,2018,APR,5/04/18,LCC,PHYSOGYRA,0,0
ATL,2,2018,APR,5/04/18,LCC,PLATYGYRA,0,0
ATL,2,2018,APR,5/04/18,LCC,PLEROGYRA,0,0
ATL,2,2018,APR,5/04/18,LCC,POCILLOPORA,0,0
ATL,2,2018,APR,5/04/18,LCC,PODOBACIA,0,0
ATL,2,2018,APR,5/04/18,LCC,PORITES,9,8.9
ATL,2,2018,APR,5/04/18,LCC,PSAMMOCORA,0,0
ATL,2,2018,APR,5/04/18,LCC,SERIATOPORA,0,0
ATL,2,2018,APR,5/04/18,LCC,STYLOPHORA,0,0
ATL,2,2018,APR,5/04/18,LCC,TUBASTREA,0,0
ATL,2,2018,APR,5/04/18,LCC,TURBINARIA,0,0
ATL,2,2018,APR,5/04/18,OTHER,ANEMONE,0,0
ATL,2,2018,APR,5/04/18,OTHER,CLAM,0,0
ATL,2,2018,APR,5/04/18,OTHER,OTHER LIFE,0,0
ATL,2,2018,APR,5/04/18,OTHER,SEA CUCUMBER,0,0
ATL,2,2018,APR,5/04/18,OTHER,SPONGE,0,0
ATL,2,2018,APR,5/04/18,OTHER,URCHIN,0,0
ATL,2,2018,APR,5/04/18,OTHER,ZOANTHIDS,0,0
ATL,2,2018,APR,5/04/18,ROCK,ROCK,0,0
ATL,2,2018,APR,5/04/18,RUBBLE,RUBBLE,0,0
ATL,2,2018,APR,5/04/18,SAND,SAND,22,21.8
ATL,2,2018,APR,5/04/18,SC,SOFT CORAL,0,0
ATL,2,2018,APR,5/04/18,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,AUG,1/08/18,ALGAE,ALGAE,0,0
ATL,2,2018,AUG,1/08/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,AUG,1/08/18,DCA,DCA,33,35.5
ATL,2,2018,AUG,1/08/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,ACROPORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,ALVEOPORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,ASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,ASTREOPORA,1,1.1
ATL,2,2018,AUG,1/08/18,LCC,CAULASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,COELOSERIS,0,0
ATL,2,2018,AUG,1/08/18,LCC,COSCINARAEA,0,0
ATL,2,2018,AUG,1/08/18,LCC,CTENACTIS,0,0
ATL,2,2018,AUG,1/08/18,LCC,CYNARINA,0,0
ATL,2,2018,AUG,1/08/18,LCC,CYPHASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,DIPLOASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,DIPSASTRAEA,2,2.2
ATL,2,2018,AUG,1/08/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,ECHINOPORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,EUPHYLLIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,FAVITES,1,1.1
ATL,2,2018,AUG,1/08/18,LCC,FUNGIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,GALAXEA,0,0
ATL,2,2018,AUG,1/08/18,LCC,GARDINEROSERIS,0,0
ATL,2,2018,AUG,1/08/18,LCC,GONIASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,GONIOPORA,1,1.1
ATL,2,2018,AUG,1/08/18,LCC,HYDNOPHORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,LEPTASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,LEPTORIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,LEPTOSERIS,0,0
ATL,2,2018,AUG,1/08/18,LCC,LITHOPHYLLON,0,0
ATL,2,2018,AUG,1/08/18,LCC,LOBOPHYLLIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,MERULINA,0,0
ATL,2,2018,AUG,1/08/18,LCC,MONTIPORA,4,4.3
ATL,2,2018,AUG,1/08/18,LCC,OULOPHYLLIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PACHYSERIS,0,0
ATL,2,2018,AUG,1/08/18,LCC,PAVONA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PECTINIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PHYSOGYRA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PLATYGYRA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PLEROGYRA,0,0
ATL,2,2018,AUG,1/08/18,LCC,POCILLOPORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PODOBACIA,0,0
ATL,2,2018,AUG,1/08/18,LCC,PORITES,17,18.3
ATL,2,2018,AUG,1/08/18,LCC,PSAMMOCORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,SERIATOPORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,STYLOPHORA,0,0
ATL,2,2018,AUG,1/08/18,LCC,TUBASTREA,0,0
ATL,2,2018,AUG,1/08/18,LCC,TURBINARIA,0,0
ATL,2,2018,AUG,1/08/18,OTHER,ANEMONE,0,0
ATL,2,2018,AUG,1/08/18,OTHER,CLAM,0,0
ATL,2,2018,AUG,1/08/18,OTHER,OTHER LIFE,0,0
ATL,2,2018,AUG,1/08/18,OTHER,SEA CUCUMBER,0,0
ATL,2,2018,AUG,1/08/18,OTHER,SPONGE,0,0
ATL,2,2018,AUG,1/08/18,OTHER,URCHIN,0,0
ATL,2,2018,AUG,1/08/18,OTHER,ZOANTHIDS,0,0
ATL,2,2018,AUG,1/08/18,ROCK,ROCK,0,0
ATL,2,2018,AUG,1/08/18,RUBBLE,RUBBLE,0,0
ATL,2,2018,AUG,1/08/18,SAND,SAND,34,36.6
ATL,2,2018,AUG,1/08/18,SC,SOFT CORAL,0,0
ATL,2,2018,AUG,1/08/18,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,FEB,2/02/18,ALGAE,ALGAE,1,1
ATL,2,2018,FEB,2/02/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,FEB,2/02/18,DCA,DCA,45,46.9
ATL,2,2018,FEB,2/02/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,ACROPORA,8,8.3
ATL,2,2018,FEB,2/02/18,LCC,ALVEOPORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,ASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,ASTREOPORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,CAULASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,COELOSERIS,0,0
ATL,2,2018,FEB,2/02/18,LCC,COSCINARAEA,0,0
ATL,2,2018,FEB,2/02/18,LCC,CTENACTIS,0,0
ATL,2,2018,FEB,2/02/18,LCC,CYNARINA,0,0
ATL,2,2018,FEB,2/02/18,LCC,CYPHASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,DIPLOASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,DIPSASTRAEA,1,1
ATL,2,2018,FEB,2/02/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,ECHINOPORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,EUPHYLLIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,FAVITES,2,2.1
ATL,2,2018,FEB,2/02/18,LCC,FUNGIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,GALAXEA,0,0
ATL,2,2018,FEB,2/02/18,LCC,GARDINEROSERIS,0,0
ATL,2,2018,FEB,2/02/18,LCC,GONIASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,GONIOPORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,HYDNOPHORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,LEPTASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,LEPTORIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,LEPTOSERIS,0,0
ATL,2,2018,FEB,2/02/18,LCC,LITHOPHYLLON,0,0
ATL,2,2018,FEB,2/02/18,LCC,LOBOPHYLLIA,4,4.2
ATL,2,2018,FEB,2/02/18,LCC,MERULINA,0,0
ATL,2,2018,FEB,2/02/18,LCC,MONTIPORA,13,13.5
ATL,2,2018,FEB,2/02/18,LCC,OULOPHYLLIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,PACHYSERIS,0,0
ATL,2,2018,FEB,2/02/18,LCC,PAVONA,3,3.1
ATL,2,2018,FEB,2/02/18,LCC,PECTINIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,PHYSOGYRA,0,0
ATL,2,2018,FEB,2/02/18,LCC,PLATYGYRA,2,2.1
ATL,2,2018,FEB,2/02/18,LCC,PLEROGYRA,0,0
ATL,2,2018,FEB,2/02/18,LCC,POCILLOPORA,1,1
ATL,2,2018,FEB,2/02/18,LCC,PODOBACIA,0,0
ATL,2,2018,FEB,2/02/18,LCC,PORITES,12,12.5
ATL,2,2018,FEB,2/02/18,LCC,PSAMMOCORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,SERIATOPORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,STYLOPHORA,0,0
ATL,2,2018,FEB,2/02/18,LCC,TUBASTREA,0,0
ATL,2,2018,FEB,2/02/18,LCC,TURBINARIA,0,0
ATL,2,2018,FEB,2/02/18,OTHER,ANEMONE,0,0
ATL,2,2018,FEB,2/02/18,OTHER,CLAM,0,0
ATL,2,2018,FEB,2/02/18,OTHER,OTHER LIFE,0,0
ATL,2,2018,FEB,2/02/18,OTHER,SEA CUCUMBER,0,0
ATL,2,2018,FEB,2/02/18,OTHER,SPONGE,0,0
ATL,2,2018,FEB,2/02/18,OTHER,URCHIN,0,0
ATL,2,2018,FEB,2/02/18,OTHER,ZOANTHIDS,0,0
ATL,2,2018,FEB,2/02/18,ROCK,ROCK,0,0
ATL,2,2018,FEB,2/02/18,RUBBLE,RUBBLE,0,0
ATL,2,2018,FEB,2/02/18,SAND,SAND,4,4.2
ATL,2,2018,FEB,2/02/18,SC,SOFT CORAL,0,0
ATL,2,2018,FEB,2/02/18,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,JUL,2/07/18,ALGAE,ALGAE,2,2
ATL,2,2018,JUL,2/07/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,JUL,2/07/18,DCA,DCA,46,45.5
ATL,2,2018,JUL,2/07/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,ACROPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,ALVEOPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,ASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,ASTREOPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,CAULASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,COELOSERIS,0,0
ATL,2,2018,JUL,2/07/18,LCC,COSCINARAEA,0,0
ATL,2,2018,JUL,2/07/18,LCC,CTENACTIS,0,0
ATL,2,2018,JUL,2/07/18,LCC,CYNARINA,0,0
ATL,2,2018,JUL,2/07/18,LCC,CYPHASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,DIPLOASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,DIPSASTRAEA,3,3
ATL,2,2018,JUL,2/07/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,JUL,2/07/18,LCC,ECHINOPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,EUPHYLLIA,1,1
ATL,2,2018,JUL,2/07/18,LCC,FAVITES,0,0
ATL,2,2018,JUL,2/07/18,LCC,FUNGIA,0,0
ATL,2,2018,JUL,2/07/18,LCC,GALAXEA,0,0
ATL,2,2018,JUL,2/07/18,LCC,GARDINEROSERIS,0,0
ATL,2,2018,JUL,2/07/18,LCC,GONIASTREA,1,1
ATL,2,2018,JUL,2/07/18,LCC,GONIOPORA,3,3
ATL,2,2018,JUL,2/07/18,LCC,HYDNOPHORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,LEPTASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,LEPTORIA,0,0
ATL,2,2018,JUL,2/07/18,LCC,LEPTOSERIS,0,0
ATL,2,2018,JUL,2/07/18,LCC,LITHOPHYLLON,0,0
ATL,2,2018,JUL,2/07/18,LCC,LOBOPHYLLIA,3,3
ATL,2,2018,JUL,2/07/18,LCC,MERULINA,0,0
ATL,2,2018,JUL,2/07/18,LCC,MONTIPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,OULOPHYLLIA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PACHYSERIS,0,0
ATL,2,2018,JUL,2/07/18,LCC,PAVONA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PECTINIA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PHYSOGYRA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PLATYGYRA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PLEROGYRA,1,1
ATL,2,2018,JUL,2/07/18,LCC,POCILLOPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PODOBACIA,0,0
ATL,2,2018,JUL,2/07/18,LCC,PORITES,30,29.7
ATL,2,2018,JUL,2/07/18,LCC,PSAMMOCORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,SERIATOPORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,STYLOPHORA,0,0
ATL,2,2018,JUL,2/07/18,LCC,TUBASTREA,0,0
ATL,2,2018,JUL,2/07/18,LCC,TURBINARIA,2,2
ATL,2,2018,JUL,2/07/18,OTHER,ANEMONE,0,0
ATL,2,2018,JUL,2/07/18,OTHER,CLAM,0,0
ATL,2,2018,JUL,2/07/18,OTHER,OTHER LIFE,1,1
ATL,2,2018,JUL,2/07/18,OTHER,SEA CUCUMBER,0,0
ATL,2,2018,JUL,2/07/18,OTHER,SPONGE,0,0
ATL,2,2018,JUL,2/07/18,OTHER,URCHIN,0,0
ATL,2,2018,JUL,2/07/18,OTHER,ZOANTHIDS,0,0
ATL,2,2018,JUL,2/07/18,ROCK,ROCK,1,1
ATL,2,2018,JUL,2/07/18,RUBBLE,RUBBLE,0,0
ATL,2,2018,JUL,2/07/18,SAND,SAND,7,6.9
ATL,2,2018,JUL,2/07/18,SC,SOFT CORAL,0,0
ATL,2,2018,JUL,2/07/18,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,JUL,23/07/18,ALGAE,ALGAE,0,0
ATL,2,2018,JUL,23/07/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,JUL,23/07/18,DCA,DCA,16,34
ATL,2,2018,JUL,23/07/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,ACROPORA,1,2.1
ATL,2,2018,JUL,23/07/18,LCC,ALVEOPORA,2,4.3
ATL,2,2018,JUL,23/07/18,LCC,ASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,ASTREOPORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,CAULASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,COELOSERIS,0,0
ATL,2,2018,JUL,23/07/18,LCC,COSCINARAEA,0,0
ATL,2,2018,JUL,23/07/18,LCC,CTENACTIS,0,0
ATL,2,2018,JUL,23/07/18,LCC,CYNARINA,0,0
ATL,2,2018,JUL,23/07/18,LCC,CYPHASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,DIPLOASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,DIPSASTRAEA,4,8.5
ATL,2,2018,JUL,23/07/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,ECHINOPORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,EUPHYLLIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,FAVITES,0,0
ATL,2,2018,JUL,23/07/18,LCC,FUNGIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,GALAXEA,0,0
ATL,2,2018,JUL,23/07/18,LCC,GARDINEROSERIS,0,0
ATL,2,2018,JUL,23/07/18,LCC,GONIASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,GONIOPORA,2,4.3
ATL,2,2018,JUL,23/07/18,LCC,HYDNOPHORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,LEPTASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,LEPTORIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,LEPTOSERIS,0,0
ATL,2,2018,JUL,23/07/18,LCC,LITHOPHYLLON,0,0
ATL,2,2018,JUL,23/07/18,LCC,LOBOPHYLLIA,1,2.1
ATL,2,2018,JUL,23/07/18,LCC,MERULINA,0,0
ATL,2,2018,JUL,23/07/18,LCC,MONTIPORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,OULOPHYLLIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,PACHYSERIS,0,0
ATL,2,2018,JUL,23/07/18,LCC,PAVONA,0,0
ATL,2,2018,JUL,23/07/18,LCC,PECTINIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,PHYSOGYRA,0,0
ATL,2,2018,JUL,23/07/18,LCC,PLATYGYRA,1,2.1
ATL,2,2018,JUL,23/07/18,LCC,PLEROGYRA,0,0
ATL,2,2018,JUL,23/07/18,LCC,POCILLOPORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,PODOBACIA,0,0
ATL,2,2018,JUL,23/07/18,LCC,PORITES,10,21.3
ATL,2,2018,JUL,23/07/18,LCC,PSAMMOCORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,SERIATOPORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,STYLOPHORA,0,0
ATL,2,2018,JUL,23/07/18,LCC,TUBASTREA,0,0
ATL,2,2018,JUL,23/07/18,LCC,TURBINARIA,0,0
ATL,2,2018,JUL,23/07/18,OTHER,ANEMONE,0,0
ATL,2,2018,JUL,23/07/18,OTHER,CLAM,0,0
ATL,2,2018,JUL,23/07/18,OTHER,OTHER LIFE,0,0
ATL,2,2018,JUL,23/07/18,OTHER,SEA CUCUMBER,0,0
ATL,2,2018,JUL,23/07/18,OTHER,SPONGE,0,0
ATL,2,2018,JUL,23/07/18,OTHER,URCHIN,0,0
ATL,2,2018,JUL,23/07/18,OTHER,ZOANTHIDS,0,0
ATL,2,2018,JUL,23/07/18,ROCK,ROCK,0,0
ATL,2,2018,JUL,23/07/18,RUBBLE,RUBBLE,0,0
ATL,2,2018,JUL,23/07/18,SAND,SAND,10,21.3
ATL,2,2018,JUL,23/07/18,SC,SOFT CORAL,0,0
ATL,2,2018,JUL,23/07/18,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,JUL,26/07/18,ALGAE,ALGAE,0,0
ATL,2,2018,JUL,26/07/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,JUL,26/07/18,DCA,DCA,50,50
ATL,2,2018,JUL,26/07/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,ACROPORA,1,1
ATL,2,2018,JUL,26/07/18,LCC,ALVEOPORA,4,4
ATL,2,2018,JUL,26/07/18,LCC,ASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,ASTREOPORA,2,2
ATL,2,2018,JUL,26/07/18,LCC,CAULASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,COELOSERIS,0,0
ATL,2,2018,JUL,26/07/18,LCC,COSCINARAEA,0,0
ATL,2,2018,JUL,26/07/18,LCC,CTENACTIS,0,0
ATL,2,2018,JUL,26/07/18,LCC,CYNARINA,0,0
ATL,2,2018,JUL,26/07/18,LCC,CYPHASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,DIPLOASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,DIPSASTRAEA,1,1
ATL,2,2018,JUL,26/07/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,ECHINOPORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,EUPHYLLIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,FAVITES,1,1
ATL,2,2018,JUL,26/07/18,LCC,FUNGIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,GALAXEA,0,0
ATL,2,2018,JUL,26/07/18,LCC,GARDINEROSERIS,0,0
ATL,2,2018,JUL,26/07/18,LCC,GONIASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,GONIOPORA,7,7
ATL,2,2018,JUL,26/07/18,LCC,HYDNOPHORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,LEPTASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,LEPTORIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,LEPTOSERIS,0,0
ATL,2,2018,JUL,26/07/18,LCC,LITHOPHYLLON,0,0
ATL,2,2018,JUL,26/07/18,LCC,LOBOPHYLLIA,2,2
ATL,2,2018,JUL,26/07/18,LCC,MERULINA,0,0
ATL,2,2018,JUL,26/07/18,LCC,MONTIPORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,OULOPHYLLIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PACHYSERIS,0,0
ATL,2,2018,JUL,26/07/18,LCC,PAVONA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PECTINIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PHYSOGYRA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PLATYGYRA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PLEROGYRA,0,0
ATL,2,2018,JUL,26/07/18,LCC,POCILLOPORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PODOBACIA,0,0
ATL,2,2018,JUL,26/07/18,LCC,PORITES,21,21
ATL,2,2018,JUL,26/07/18,LCC,PSAMMOCORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,SERIATOPORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,STYLOPHORA,0,0
ATL,2,2018,JUL,26/07/18,LCC,TUBASTREA,0,0
ATL,2,2018,JUL,26/07/18,LCC,TURBINARIA,0,0
ATL,2,2018,JUL,26/07/18,OTHER,ANEMONE,0,0
ATL,2,2018,JUL,26/07/18,OTHER,CLAM,0,0
ATL,2,2018,JUL,26/07/18,OTHER,OTHER LIFE,0,0
ATL,2,2018,JUL,26/07/18,OTHER,SEA CUCUMBER,0,0
ATL,2,2018,JUL,26/07/18,OTHER,SPONGE,0,0
ATL,2,2018,JUL,26/07/18,OTHER,URCHIN,0,0
ATL,2,2018,JUL,26/07/18,OTHER,ZOANTHIDS,0,0
ATL,2,2018,JUL,26/07/18,ROCK,ROCK,0,0
ATL,2,2018,JUL,26/07/18,RUBBLE,RUBBLE,0,0
ATL,2,2018,JUL,26/07/18,SAND,SAND,11,11
ATL,2,2018,JUL,26/07/18,SC,SOFT CORAL,0,0
ATL,2,2018,JUL,26/07/18,SEDIMENT,SEDIMENT,0,0
ATL,2,2018,JUL,31/07/18,ALGAE,ALGAE,0,0
ATL,2,2018,JUL,31/07/18,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
ATL,2,2018,JUL,31/07/18,DCA,DCA,22,22.4
ATL,2,2018,JUL,31/07/18,LCC,ACANTHASTREA,0,0
ATL,2,2018,JUL,31/07/18,LCC,ACROPORA,0,0
ATL,2,2018,JUL,31/07/18,LCC,ALVEOPORA,0,0
ATL,2,2018,JUL,31/07/18,LCC,ASTREA,0,0
ATL,2,2018,JUL,31/07/18,LCC,ASTREOPORA,1,1
ATL,2,2018,JUL,31/07/18,LCC,CAULASTREA,0,0
ATL,2,2018,JUL,31/07/18,LCC,COELOSERIS,0,0
ATL,2,2018,JUL,31/07/18,LCC,COSCINARAEA,0,0
ATL,2,2018,JUL,31/07/18,LCC,CTENACTIS,0,0
ATL,2,2018,JUL,31/07/18,LCC,CYNARINA,0,0
ATL,2,2018,JUL,31/07/18,LCC,CYPHASTREA,0,0
ATL,2,2018,JUL,31/07/18,LCC,DIPLOASTREA,1,1
ATL,2,2018,JUL,31/07/18,LCC,DIPSASTRAEA,1,1
ATL,2,2018,JUL,31/07/18,LCC,ECHINOPHYLLIA,0,0
ATL,2,2018,JUL,31/07/18,LCC,ECHINOPORA,0,0
ATL,2,2018,JUL,31/07/18,LCC,EUPHYLLIA,0,0
ATL,2,2018,JUL,31/07/18,LCC,FAVITES,1,1
ATL,2,2018,JUL,31/07/18,LCC,FUNGIA,0,0
ATL,2,2018,JUL,31/07/18,LCC,GALAXEA,0,0
